,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.996890625,0.996890625,0.41521761180701056,0.996890625,0.4722102509994719,0.996890625,0.4395279176522604,240.8445107936859
1,0.9965390625,0.9965390625,0.40410895136905894,0.9965390625,0.4770329683292384,0.9965390625,0.43357050978710976,239.4256682395935
2,0.99669140625,0.99669140625,0.4108065205663866,0.99669140625,0.48088869195312667,0.99669140625,0.4395545872170501,239.59850478172302
3,0.99669921875,0.99669921875,0.41627623054640833,0.99669921875,0.48095397740613577,0.99669921875,0.4433383653096337,240.31508827209473
4,0.99703515625,0.99703515625,0.40781903636297756,0.99703515625,0.4735310247421486,0.99703515625,0.4350166889063639,239.52817583084106
5,0.99659375,0.99659375,0.4029347338141177,0.99659375,0.4736454308647257,0.99659375,0.43163541673108863,240.04752159118652
6,0.9970234375,0.9970234375,0.41152907740687183,0.9970234375,0.4816402640523079,0.9970234375,0.4403134840239162,239.64048790931702
7,0.99665234375,0.99665234375,0.39994246885985596,0.99665234375,0.4775401993933398,0.99665234375,0.4307363890104384,240.0595223903656
8,0.9968515625,0.9968515625,0.406288501748968,0.9968515625,0.48478397396201334,0.9968515625,0.43762399661053697,239.5093023777008
9,0.9966953125,0.9966953125,0.42515241891930006,0.9966953125,0.45816244762170966,0.9966953125,0.44025168196053155,239.74446964263916
